,entity,author_name,overall_polarity
19521,Scan Stochastic Sell Signal today FOUR CLL VLS AEWU,SwingTradeBot UK,Negative
19522,CancerSurvivor CLL Interesting,CLL Society Inc,Negative
19523,Brian Koffman,CLL Society Inc,Postive
19524,CLL BloodJournal CLLsm,Raul Cordoba MD PhD,Negative
19526,Listen Kamala Maddali CLL,CLL Society Inc,Negative
19527,Boston OMIonc CLL,Amy Cavers,Negative
19528,Blood Journal High,Izaskun Zeberio,Negative
19529,John first one thousand nine hundred CLL Learn,The Ohio State University College Medicine,Postive
19530,Dr Christina,Biotexcel,Negative
19531,FDA Healio FDA,Oncology Board,Postive
19532,CLL Tune Nicole Lamanna ColumbiaMed,Patient Power,Negative
19533,Ibrutinib Imbruvica CLL FDA,CellworksLife,Negative
19535,CLL Sept Edinburgh Scotland Press,iwCLL,Negative
19536,CLL CLL VEN,Suvir Singh,Negative
19537,Anil Awesti CLL BREXIT Brexit,CLL Warwick Uni,Postive
19538,Itemas,Blog,Negative
19539,Acquisition Recurrent Mutation Confers Resistance Venetoclax Patients Progressive,Daniel Auclair,Negative
19540,LeukaemiaCareUK CLLSupport two abbvieuk CLL,Nick,Postive
19541,LeukaemiaCareUK CLLSupport two abbvieuk CLL,Nick,Postive
19542,Check Guidelines,Medivizor,Negative
19543,Two CLLSA IsleofWight CLLSA two Clinical Nurse Specialist Isle Wight CLLSAIOW CLL,CLLSA,Postive
19544,CLL,Kathleen Hoffman,Negative
19545,Acquisition Recurrent Mutation Confers Resistance Venetoclax Patients Progressive,Raul Cordoba MD PhD,Negative
19546,EricBerry NFL KC two thousand and fourteen recent season PatientPower CLL,Michele,Negative
19547,CLLSupport CLL JanRynne CllIreland CllSociety,CLL Advocates Network,Postive
19548,CLL,Jose Sandoval MD FACP,Negative
19549,March PeterMacCC UMCCR,Cancer Discovery,Negative
19550,CLL Kscancerimm,Orentas,Postive
19551,RNAseq,SeraCare,Negative
19552,CLL ClinicalTrial tomorrow today,Andrew Schorr,Postive
19553,The Importance Early Comprehensive Testing Retesting CLL,Dr kamala maddali DVM PhD,Postive
19554,Leukemia,HemOnc Today,Negative
19555,CLL WednesdayWisdom yourwarwick warwickuni IttWarwick,CLL Warwick Uni,Negative
19556,CLL three day CI tonight,Continuous Lifecycle London online,Negative
19557,two CLL,CLLSA,Postive
19558,CLL CNSMasterclass KebleConference Oxford July,LymphomaAction,Negative
19559,Assay Format NDMOxford Bcells CLL,Prof John,Postive
19560,CLL Acquisition Recurrent Mutation Confers Resistance Venetoclax Patients Progressive,Triona Ni Chonghaile,Negative
19563,New Medivizor Effectiveness,Medivizor,Negative
19566,Joseph Rosenblatt CLL,Sylvester Comprehensive Cancer Center,Negative
19567,Consensus Dr Rosenblatt,donnashort,Negative
19568,Scan Stochastic Sell Signal JKX MTC CLL TSTL,SwingTradeBot UK,Negative
19569,Lymphoma,Tinu,Negative
19570,NationalBroadcast Grand Rounds LiveStream ChronicLymphocyticLeukemia Earn CMEcredits Tuesday March nineteen two thousand and nineteen PM PM PST three four PM EST CLL,Paradigm Med Comm,Postive
19571,Duvelisib New Treatment Relapse Refractory CLL DanaFarber CllSociety CLL LLSusa LeukemiaRF LMCongress ImedexCME Idelalisib Duvelisib Copanlisib EndCancer,Oncology Tube,Negative
19572,CLL Edinburgh,iwCLL,Negative
19573,one anna head,Anna shaikh,Negative
19574,CLL Kerry Rogers CLL,Patient Power,Negative
19575,Chris Chris Pepper UK CLL,Toby Eyre,Postive
19576,Imbruvica,CURE Magazine,Postive
19578,CLL William Wierda CLL andrewschorr way Leusm,Patient Power,Postive
19579,Patientenleitlinie Chronische der entsprechenden two thousand and eighteen erschienen CLL,Krebsgesellschaft,Negative
19580,Sudanese,Lymphoma Papers,Negative
19581,two thousand and,EPR Network,Negative
19582,DRG United States Western Europe Japan two thousand and eighteen DRGinsights Roche CLL,DRG Epidemiology,Negative
19583,Check Effectiveness,Medivizor,Negative
19584,CELG Celgene The Phase SLL August two thousand and twentyone December two thousand and twenty,dough,Negative
19585,Best Drug Sequence Treat CLL CllSociety CLL LLSusa LeukemiaRF LMCongress ImedexCME Imedex Ibrutinib Rituximab EndCancer MedEd,Oncology Tube,Negative
19586,Kinase Inhibitors Autoimmune Toxicity DanaFarber CllSociety CLL LLSusa LeukemiaRF LMCongress ImedexCME Idelalisib Duvelisib Copanlisib EndCancer,Oncology Tube,Negative
19587,New Effectiveness,Medivizor,Negative
19588,CLL Matthew Davids MD,CRO Contract Res,Postive
19589,CLL OhioState,Blood Journal,Negative
19590,CLL Lee Swanson CLL,Patient Empowerment Network,Negative
19591,Better Combine Ibrutinib Rituximab ZuckerSoM CllSociety CLL LMCongress Ibrutinib Rituximab EndCancer MedEd,Oncology Tube,Negative
19592,Genentech,AA MDSIF,Negative
19593,Idelalisib Duvelisib Copanlisib DanaFarber CllSociety CLL LMCongress Idelalisib Duvelisib Copanlisib EndCancer,Oncology Tube,Negative
19594,CLL Ibrutinib Watch Richard Furman WeillCornell,Patient Power,Negative
19595,Plenary Paper Randomized CLL,Blood Journal,Negative
19596,CLL CARE Canada Read,Education,Postive
19598,one CLL Deborah CLL Society Please CLLsm Leukemia,CLL Society Inc,Postive
19601,Monday Student Engagement Coordinator CLL,CLL Warwick Uni,Postive
19602,FDA Abbvie Roche,oncohebdo,Negative
19603,Check Outcomes,Medivizor,Negative
19605,Pharma Update fifth,Roots Analysis,Negative
19607,seven hundred eighty foot Durkan LLSusa,Tim Durkan,Negative
19608,Jennifer Woyach James CLL,The James,Negative
19609,Venetoclax CLL,annemarie,Postive
19611,Cambridge Friday ACTcharity Thankyou CLL,CLLSA,Postive
19612,Columbia Univ Medical Center Investigator CLL Trial Site News,TrialSite News,Negative
19614,Deborah Sims hundred CLL Australia Venetoclax Irish,CLL Ireland,Postive
19615,one Technology Test one CLL,AURELIAN UDRISTIOIU,Negative
19617,New Medivizor Outcomes Leukemia,Medivizor,Negative
19618,CLL,Kathleen Hoffman,Negative
19619,weekly CLL CLL,CLL Society Inc,Negative
19620,Australia CLL,CLL Society Inc,Negative
19621,CLL,CLL Society Inc,Negative
19622,Houston CLL Saturday March,CLL Society Inc,Negative
19623,Focus Acute,Cancer Papers,Negative
19624,CLL CLL,CellworksLife,Negative
19625,Jacqueline Barrientos MD MS CLL,PRC Clinical,Negative
19628,Today Fiona CLL One OFF,Fiona,Negative
19630,CLL Watch Richard Furman WeillCornell CLL,Patient Power,Postive
19631,CLL Susan Brien Javier Pinilla CLL,Patient Power,Postive
19632,FDA,CancerWallonia,Negative
19633,Funds ldnont communitylivinglondon CLL,RBC Place London,Postive
19635,Clinicopathologic Hematologia,Biosimilar Today iMagazine,Negative
19636,Newer Agents Extend Survival Reduce Toxicity CLL,CancerWallonia,Negative
19638,Emma afternoon Earlychildhood,CLL Warwick Uni,Negative
19639,CLL Three,Patient Power,Negative
19641,one,Lymphoma Papers,Negative
19643,CLL Cambridge today day,CLLSA,Postive
19644,Service ACTcharity George Follows Cambridge today CLL,CLLSA,Postive
19645,IBR VEN Data Randomized,Toby Eyre,Postive
19646,CLL CLL,MoJo,Negative
19647,Roche Veclexta US FDA,ipharmacenter,Negative
19648,Roche Veclexta US FDA Roche FDA Venclexta plus,ipharmacenter,Negative
19649,US FDA,Roche,Negative
19650,rituximab patient,Eduardo Flavio Oliveira Ribeiro,Negative
19652,Blood Journal,Dr Comeau MD,Negative
19653,FDA fifth FDA Venetoclax,TEAM Pharmacy Consulting,Negative
19654,CLL CLL AttentionMine Crypto UtilityToken EarnCrypto,CryptoLiveLeak,Negative
19655,CLL AttentionMining CLL AttentionMine Crypto UtilityToken EarnCrypto,Kenneth Garofalo,Negative
19656,two CLL Learn,Genentech,Negative
19657,CLL Journal CLLsm,Raul Cordoba MD PhD,Negative
19658,CLL Journal CLLsm,Raul Cordoba MD PhD,Negative
19659,FDA,Targeted Oncology,Negative
19660,BPTH FDA AML Venetoclax Roche Holding Ltd Genentech,MAISA,Postive
19661,Venclexta Gazyva CLL,HemOnc Today,Negative
19662,one hundred and one,Literacy Works,Negative
19663,Wouldn CLL second BTK two CLL,Andrew Schorr,Postive
19664,Today Prof Gibson,Ghia,Negative
19665,three Venetoclax Study Fixed Duration,Michael Oholendt,Negative
19666,CLL Tune Javier MoffittNews,Patient Power,Negative
19667,CLL CARTcell CLL,Michael Hallek,Postive
19668,Genentech,The Pharmaceutical Marketing Group,Negative
19669,CDATA Test Patients Treatment Response one Day,EIN Presswire Breast Cancer Newswire,Negative
19670,Gnocchi Alex Trebek four,Mira Larkin,Negative
19671,Genentech Leukemia Genentech Roche Group SIX New Drug Application,cafepharma,Negative
19672,three Venetoclax Study Fixed Duration,Algoslinger,Negative
19673,one Shanmugapriya Thangavadivel John,Cancer Discovery,Negative
19674,CLL,CellworksLife,Negative
19675,three Venetoclax Study Fixed Duration,RazzleTazzle,Negative
19676,three Venetoclax Study Fixed Duration,Pharma News,Negative
19677,CME CLL AML,Vindico Medical Education,Postive
19678,ABBV March seven three Venetoclax Study Fixed Duration,Flash Alert,Negative
19679,three CLL Breakthrough Therapy Designation Oncology Review,AbbVie,Negative
19680,three Venetoclax Study Fixed Duration,Bio,Negative
19681,three Venetoclax Study Fixed Duration,Crwe World,Negative
19682,Genentech,Crwe World,Negative
19684,FDA CLL two FDA,Genentech,Negative
19685,RHHBY March seven Genentech,Flash Alert,Negative
19686,Genentech,Latest News Business Wire,Negative
19687,Application Sequential Multiple Assignment,maria jose agustin,Postive
19688,NagajaCapitani CosimaBaldari,SIBBM,Negative
19689,deficiency mouse,SIBBM,Negative
19690,CLL LymphomaAction CNSmasterclass KebleConference Oxford July,LymphomaAction,Negative
19691,Dean Howes Dean Teaching Fellow CLL,CLL Warwick Uni,Postive
19692,CLL PatientPower,CLL Ireland,Postive
19693,CLL Watch CLL,Patient Power,Negative
19694,CLL Read CLL David Lauder,Patient Power,Negative
19695,CLL,Michele,Negative
19696,Expansion Breakout today ETO MTO,SwingTradeBot UK,Negative
19697,Scan Signal Line Cross RMP XPP IDEA,SwingTradeBot UK,Negative
19698,Blood Journal,Steve Williamson,Negative
19700,CLL,Anthony Mato,Negative
19701,CLL BloodCancers PatientPower,The Match Advocacy,Negative
19702,CLL BC,Shouting people underpants,Negative
19703,CLL,CancerTherapyAdvisor,Negative
19704,Leukemia two FREE CLL CLLsm Leukemia SmartPatients,CLL Society Inc,Postive
19705,CLL,CLL Society Inc,Postive
19706,second USA second CLL CLL,CLL Society Inc,Postive
19707,HallekMichael CLL,CLL Society Inc,Negative
19708,Cathy Wu CLL,DMM Journal,Negative
19709,CLL Watch Philip Thompson CLL,Patient Power,Negative
19710,today Barbara Merrill Scott CLL,CLL Warwick Uni,Negative
19711,CLL,NEJM,Negative
19712,CLL CLL Jennifer Brown DanaFarber,Patient Power,Negative
19713,NHL CLL,Lymphoma Hub,Negative
19714,Sharma CLL,paper link,Negative
19715,New OfficialNIHR Elevated IgM,Europe PMC article,Postive
19716,New Medivizor Combining,Medivizor,Negative
19718,Reduced Toxicity CLL Trial Site News,TrialSite News,Negative
19719,LLSusa LeukemiaRF LMCongress EndCancer MedEd,Oncology Tube,Negative
19721,CllSociety CLL LLSusa LeukemiaRF LMCongress EndCancer,Oncology Tube,Negative
19722,Lisa CLL Lisa,Leukaemia Care,Postive
19723,New Agents Pipeline Treat CLL ZuckerSoM CllSociety CLL LLSusa LeukemiaRF LMCongress EndCancer MedEd,Oncology Tube,Negative
19724,fifty Bearish List today ICGT CLL PARK AFX NCCL UAI TLY,SwingTradeBot UK,Negative
19725,CLL DanaFarber CllSociety CLL LLSusa LeukemiaRF LMCongress EndCancer MedEd,Oncology Tube,Negative
19726,future Join u The International Workshop Chronic Scotland CLL,iwCLL,Negative
19727,Rituximab,Medivizor,Negative
19729,Time Treatment Prediction Chronic New Transcriptional Patterns PubMed one Time Treatment Prediction Chronic,Fabrice Leclerc,Negative
19731,Hodgkin CLL,NEJM Resident three hundred and sixty,Negative
19732,CLL one African American,CancerCare,Negative
19733,LeukaemiaCareUK CLL EndCancer MedEd,Oncology Tube,Negative
19734,Moon Shot CancerMoonshot,Cancer Frontline,Negative
19735,Verastem Oncology three two Annual International Congress Hematologic Malignancies CLL HemeOnc,Verastem Oncology,Negative
19736,CLL September,Nick,Postive
19737,CME CLL AML,Oncology CE,Postive
19738,CancerFrontline CancerMoonshot,MD Anderson Cancer Center,Postive
19739,two thousand,Research,Postive
19740,Arzerra Gazyva CLL,Robinson Ortiz MD,Negative
19741,CllSociety CLL LLSusa LeukemiaRF LMCongress EndCancer MedEd,Oncology Tube,Negative
19742,Upfront Management WeillCornell CllSociety CLL LLSusa LeukemiaRF LMCongress EndCancer,Oncology Tube,Negative
19743,CllSociety CLL LLSusa LeukemiaRF LMCongress EndCancer MedEd,Oncology Tube,Negative
19744,CLL CllSociety CLL LLSusa LeukemiaRF LMCongress EndCancer MedEd,Oncology Tube,Negative
19745,CLL abbvieuk CLLsm CLL,CLL Society Inc,Negative
19746,BTK,Targeted Oncology,Negative
19747,The Changing Paradigm In The Treatment Of CLL ZuckerSoM LMCongress CLL EndCancer MedEd,Oncology Tube,Negative
19748,ChronicLymphocyticLeukemia Learn CLL,Mayo Clinic Cancer Center,Negative
19749,CLL March nine Portland March sixteen Houston CLL CLLsm,CLL Society Inc,Postive
19750,Token CLL BasicAttentionToken,CryptoLiveLeak,Postive
19751,Three CLL,CLL Society Inc,Postive
19752,CLL LymphomaAction KebleConference Oxford July,Sophie Baczynski,Negative
19753,CLL WVCancer FDA CLL,Patient Power,Postive
19754,CLL,ACS Journal Cancer,Negative
19755,Ibrutinib CLL Susan Brien American Society Hematology,Patient Power,Negative
19756,one hundred Corona CLL,Nestoret,Negative
19757,one hundred,Markets,Negative
19758,Brian Koffman CLL CLL,CLL Society Inc,Negative
19759,Hundreds Roundup Lymphoma Chronic,Matthews Associates,Negative
19760,CLL,Patient Power,Negative
19761,BCJ Blood Cancer Journal,Vincent Rajkumar,Negative
19763,CI pharma,Dr Timos Papagatsias,Postive
19765,Affiliate Program Check Link Earn five hundred CLL Points ten CLL Points Referral Visitor CLLToken CLL CLL,CryptoLiveLeak,Negative
19766,CLL Cancer Sharma,Researchphilia,Negative
19767,Ad Space CLL Tokens Token Ad AttentionMining,CryptoLiveLeak,Negative
19768,CLL Watch CLL Jennifer Brown DanaFarber wwierda LeukemiaMDA,Patient Power,Negative
19769,CLL Cancer Sharma,Researchphilia,Negative
19772,JeM CLL Islamabad Azhar last six month MasoodAzhar JEM,Sohail Khan,Negative
19773,yesterday CLL CLL CLL Nick York,CLL Ireland,Postive
19774,CLL,Kathleen Hoffman,Negative
19775,FDA Approves CLL,SpecialtyPTimes,Negative
19776,CLL CLL,Patient Power,Negative
19778,NCCN Updates Clinical Practice Guideline CLL,CLL Society Inc,Negative
19779,Interesting CLLsm CLL,CLL Society Inc,Negative
19780,first CLL Learn Medical Lab Scientist,Laboratory Career,Negative
19781,CLL Drs Davids Wierda Barrientos,donnashort,Negative
19782,CLL FCR Dr Wierda Dr Davids,donnashort,Negative
19783,CLL Dr Davids,donnashort,Negative
19785,today CLL Mary Cahill Emma Lane Fiona Moriarty day,CLL Ireland,Postive
19786,CLL Article,Anand Rotte,Negative
19787,rituximab,Society Immunotherapy Cancer,Negative
19788,CLL NitinJainMD Javier MoffittNews CLL MDAndersonNews,Patient Power,Negative
19791,Michael Kneba MRD many year CLL,Michael Hallek,Postive
19792,JohnPLeonardMD NYC CLL Richard Furman,WCM Lymphoma,Negative
19793,CLL CNSmasterclass KebleConference Oxford fourteen July AdvancedNursing,LymphomaAction,Negative
19794,CLL,Linical Americas,Negative
19796,March six,RIOH,Negative
19797,CLL Cancer Sharma,Researchphilia,Negative
19798,two thousand and,Latest News Business Wire,Negative
19799,one one Roller Coasters CLL,Mike ForThePeople,Postive
19800,Gestion Agricole,Gestion agricole,Negative
19801,CLL Patient CllIreland tomorrow,Cork ARC Cancer Support House,Postive
19802,one one CLL almost two year ago one,Mike ForThePeople,Postive
19803,three NEJM CLL,CCTG,Negative
19804,Postdoc RNA,Life Science Jobs,Negative
19806,Today CLL CLL,CryptoLiveLeak,Negative
19807,February two thousand and eight age twentyeight CLL,lacey vega,Negative
19809,one March It day three year ago Croydon Matt Matt Leukaemia CLL BloodCancer DiagnosisDay,MerMer Goodburn,Negative
19810,CLL Tune Nicole Lamanna ColumbiaMed,Patient Power,Negative
19811,FCR CLL CLLsm CLL,CLL Society Inc,Negative
19812,CLL,Shouting people underpants,Negative
19813,March fourteen Anyone,Literacy Works,Postive
19815,DYK Learn CLL,JanssenUS,Negative
19816,FDAPatientinfo April Patients Voice RareDisease CLL,Michele,Negative
19817,CLL Hold CLL PatientReporter PatientPower CllSociety CLLAdvocates CllIreland,Michele,Negative
19818,CLL,MDedge Hematology Oncology,Negative
19819,three CLL Canada one thousand nine hundred and twelve ALLIANCE,Education,Postive
19820,two CLL Society second BloodCancer CLL CLLsm,CLL Society Inc,Negative
19821,MURANO ASCO CLL,MedPage Oncology,Negative
19822,Neha Godiwala Goyal CLL Learn CLL,AbbVie US,Negative
19823,single nucleotide Egyptian,MedCrave Publishing,Negative
19824,last day February year CLL Rare Disease Please,CLL Ireland,Postive
19826,almost fifty CLL ten FCR Read,AplusA World,Negative
19827,Sharma CLL,paper link,Negative
19830,Sharma CLL,paper link,Negative
19831,New Guidelines,Medivizor,Negative
19832,FDA Approval Ibrutinib Plus Obinutuzumab,Oncology Times,Negative
19833,el hijo del querido Juan Carlos Landa Carpio,Minerva Vila,Negative
19835,The Roll Of Chemotherapy LeukaemiaCareUK CLL EndCancer,Oncology Tube,Negative
19836,CLL,ACS Journal Cancer,Postive
19837,CLL,Patient Power,Negative
19838,Leukemia,Medivizor,Negative
19840,Leukemia month Congratulations PhD,Cancer Research Wales,Postive
19843,Elias Campos Campos GeNoMe LeuKeMia International Cancer GeNoMe Consortium SPaiN,Alfredo Ballesteros Ainsa,Negative
19845,Blood,Kaplan Medical,Negative
19847,CLL,Medical Tribune,Negative
19848,Jennifer Crombie eight February two thousand and nineteen,Syed Abutalib,Postive
19849,Venetoclax CLL,Raul Cordoba MD PhD,Negative
19850,Canadian CPG,Joule Inc,Negative
19851,Andrew Schorr,HealthCentral,Postive
19852,motherboard sacjai PatientReporter CLL,Michele,Postive
19853,CLL CLLPatients PatientReporter ChronicLymphocyticLeukemia HealthUnlocked,Michele,Negative
19854,CLL Kerry Rogers CLL,Patient Power,Negative
19855,one five year,JackieJacksonHolland,Negative
19856,CLL CLL,CLL Society Inc,Postive
19857,one CLL Portland Oregon CLL Society Patient Caregiver Education Forum March nine Register,CLL Society Inc,Negative
19858,CLL Leukemia BloodCancer,CLL Society Inc,Negative
19859,CLL,Blood Cancer UK Research,Postive
19860,The University Clinic Lymphoma MayoClinic theNCI,Mayo Clinic Cancer Center,Negative
19861,one Reception three today one CLL,Lucy Middleton,Postive
19862,CLL Watch CLL jonathonbcohen WinshipAtEmory,Patient Power,Negative
19863,CLL,Kathleen Hoffman,Negative
19864,Euchempa Derivates CLL,PROvendis GmbH,Negative
19865,CLL LymphomaAction KebleConference Oxford July,Sophie Baczynski,Negative
19866,CLL Ibrutinib Watch Richard Furman WeillCornell,Patient Power,Negative
19867,SCI Steven Coutre CLL StanfordCancer NEJM,Steven Artandi MD PhD,Postive
19868,CLL William Wierda CLL andrewschorr way Leusm,Patient Power,Postive
19869,MedEd,Oncology Times,Negative
19872,APTO Aptose myeloid,Joe,Negative
19873,Leukaemia CLL BloodCancer,MerMer Goodburn,Negative
19874,CLL LymphomaAction KebleConference Oxford July,Sophie Baczynski,Negative
19875,five AML,Bioevents Sharing Biomed Knowledge,Postive
19876,CLL Australia Venetoclax rituximab CLL,CLL Ireland,Postive
19877,one one CLL CancerSucks,CLL Society Inc,Postive
19878,FirstTweet CLL Spring,Xenia Schmidt,Postive
19879,Congrats Lili Wang first,Jean Fan,Postive
19880,Davide Rossi CLL BloodJournal,Michael Hallek,Negative
19882,CLL,CancerWallonia,Negative
19883,CllSociety CLL today CLL,Alan Skarbnik,Postive
19884,CLL Society CLL,CLL Society Inc,Negative
19886,CllSociety CLL,Michele,Negative
19887,Nicole Lamanna MD Columbia CLL OncLive,CLL Society Inc,Postive
19888,CLL,CLL Society Inc,Postive
19889,CLL CLL,CLL Society Inc,Negative
19890,weekly CLL,CLL Society Inc,Postive
19891,CLL PatientPower,CLL Ireland,Negative
19892,Alemtuzumab ten percent United States,Nouf Al Marshdi,Postive
19893,CLL,Sarah Jayne Liptrott,Postive
19896,CLLsm,Targeted Oncology,Negative
19897,CLL Tune Javier MoffittNews,Patient Power,Negative
19898,CLL,CLL Society Inc,Postive
19899,Immersing Verastem SVP Strategic,Amy Cavers,Postive
19900,MRD CLL Susan Leclair,Patient Power,Negative
19901,Steering Committee NHL CLL,Lymphoma Hub,Negative
19902,CLL,Deyan Yosifov,Negative
19903,CLL BloodJournal,Deyan Yosifov,Negative
19904,Followers Twitter Everyone Retweets one hundred CLL FreeCrypto Blockchain Giveaway,CryptoLiveLeak,Negative
19905,CLL Playbook Smart CLL,CLL Society Inc,Negative
19906,CLL,AbbVie US,Negative
19907,CLL WVCancer FDA CLL,Patient Power,Postive
19908,CLL WVCancer,Andrew Schorr,Negative
19909,CLL LymphomaAction KebleConference Oxford July,Sophie Baczynski,Negative
19910,Jeff Sharman CLL,Journal Clinical Pathways,Negative
19911,CLL Nice HallekMichael CLL,Toby Eyre,Postive
19912,rituximab,Society Immunotherapy Cancer,Negative
19913,CLL,Toby Eyre,Negative
19914,one CLL one one SocialGenpacter,Himanshu Joshi,Negative
19917,Ibrutinib CARTcells CLL Complete CARTS CLL,Mussetti,Negative
19918,CARTcells CLL,Adriana Bello,Negative
19919,CARTcells Ibrutinib CLL,Patrick Hanley,Negative
19920,Jordan Gauthier CARTcell CST,Fred Hutch,Negative
19921,CLL Phil Thompson CLL Houston,Andrew Schorr,Negative
19923,FDA Approval Ibrutinib Plus Obinutuzumab,Oncology Times,Negative
19924,CLL,Kathleen Hoffman,Negative
19925,CLL Society Cancer CLL BloodCancer,CLL Society Inc,Negative
19926,BTK CLL,CellworksLife,Negative
19927,JanRynne CLL John Seymour Australia Dublin,CLL Ireland,Postive
19928,CLL,Dr Sylvia Benjamin,Negative
19929,CLL CNS KebleConference Oxford Book today AdvancedNursing ClinicalNurseSpecialists Haematology TeamHaem OxfordHaem ResNurse,LymphomaAction,Negative
19931,CLL Society CLL CancerSurvivor Smart EndCancer,CLL Society Inc,Postive
19932,Kambhampati MD two thousand and eighteen ASH Annual,COPD News,Postive
19933,CLL,CLL Society Inc,Postive
19934,CLL CLL BTK,Cellero,Negative
19935,CLL Philip Thomson Tx CLL,Cellero,Negative
19937,CLL Watch Philip Thompson CLL,Patient Power,Negative
19938,CLL Piers Blombery CLLsm,VJHemOnc,Negative
19939,Barbara Andersen ASC,OSU Psych Advising,Negative
19940,Ibrutinib CLL Susan Brien American Society Hematology,Patient Power,Negative
19941,Charlotte Seattle Portland Houston Bethesda Minneapolis Boston New York San Diego Sign one CLL CLL,CLL Society Inc,Negative
19942,CLL,Andrew Schorr,Postive
19943,OncLive Venetoclax CLL,CLL Society Inc,Postive
19944,TipTuesday Download Lymphocytic Leukemia Resource Center MedEd,Oncology Times,Negative
19945,TrialTuesday Alliance Jennifer Woyach MD Alliance Learn,Alliance Clinical Trials Oncology,Negative
19946,CLL Form Biology Therapy,MoJo,Postive
19947,HemaSphere,European Hematology Association,Postive
19948,GlaxoSmithKline Roche Novartis Johnson,Pramod,Postive
19950,CLL,Lymphoma Papers,Postive
19951,Angeles CIB,CIB Margarita Salas CSIC,Negative
19952,Thinking CLL,Damian Bullimore,Postive
19953,Heilungschancen bei CLL Behandlungsmoglichkeiten Krebs,Daniela Hennrich,Negative
19955,Moreno obinutuzumab Leukemia,Targeted Oncology,Postive
19956,CLL CLL,Cancer Frontline,Negative
19957,CLLsm,VJHemOnc,Negative
19958,CLL CLL Jennifer Brown DanaFarber,Patient Power,Negative
19959,CLL CLL Society Expert Program BloodCancer,CLL Society Inc,Negative
19960,Peter Hillman Ibrutinib Obinutuzumab CLL,CLL Society Inc,Negative
19961,CLL CLL Society,CLL Society Inc,Negative
19962,Doubt Taiwo CLL third,CLL Warwick Uni,Negative
19963,CLL LymphomaAction KebleConference Oxford July,Sophie Baczynski,Negative
19964,Ibrutinib CLL Oncology Pharmacology,Research Results Pharmacology,Negative
19965,CLL Alteren two Jahren CLL,Onko Community,Negative
19966,February CLL Society CLL,CLL Society Inc,Negative
19967,Athina Christoph Rader Scripps Research Institute Chronic Lymphocytic CLL,Jacqui Matthews,Negative
19968,Suman Kambhampati MD FDA Imbruvica obinutuzumab Gazyva CLL,CLL Society Inc,Negative
19969,The CLL Society Tribune quarterly CLL CLL,CLL Society Inc,Negative
19970,CllSociety,CLL Advocates Network,Postive
19971,CLL,CLL Society Inc,Negative
19972,CLL,Patient Power,Negative
19973,Juan Sebastian Acute Liselotte Ponce,Minerva Vila,Negative
19974,one Read Koffman CLL,CLL Society Inc,Negative
19975,MRD John Seymour PeterMacCC,VJHemOnc,Negative
19976,CLL,CLL Society Inc,Negative
19977,Peter Hillmen UniversityLeeds Leusm,VJHemOnc,Postive
19978,CLL,Kathleen Hoffman,Negative
19979,The CLL Society Patient Playbook CLL,CLL Society Inc,Negative
19980,one CLL DoAGrouchAFavorDay,CLL Warwick Uni,Negative
19981,seven year CLL,CLL Society Inc,Postive
19982,Brian Koffman CLL Society CMS CLL,CLL Society Inc,Negative
19984,MRD CLL,CLL Society Inc,Negative
19985,CMS Progress CLL,CLL Society Inc,Negative
19986,John Pagel CLL Video,CLL Society Inc,Negative
19987,CLL,CLL Society Inc,Negative
19988,CLL Jeff Sharman PatientPower,CLL Ireland,Negative
19989,CLL,Raul Cordoba MD PhD,Negative
19990,CLL Lymphoma CLLsm,Raul Cordoba MD PhD,Negative
19992,BTK CLL HallekMichael,Thilo Zander MD,Negative
19993,anthonymatomd share news CLL BCR Venetoclax CLL CllIreland,Michele,Negative
19994,Time Treatment Prediction Chronic Antelo Rodriguez Natalia Vence Angeles Arias Nicolas Varela Marta,Frontiers Oncology,Negative
19995,Future Implications,Oncology Times,Negative
19996,CLL,Patient Power,Postive
19997,week CLL,Michelle Toman,Postive
19999,Great day CLL AML SSBMT BipinSavani,Saad kenderian,Postive
20000,Susan Leclair Philip Thompson CLL,Patient Power,Negative
20001,CLL congress,Deyan Yosifov,Negative
20002,MRD twelve CLL CARTable Carl June,Mussetti,Negative
20003,mdpijcm Psoas Abscess Due Mycobacterium avium Patient Report Review,JCM MDPI,Negative
20004,Davids Leukemia BloodCancer,Targeted Oncology,Negative
20006,Ji Xing Gu Sui Xing Xie Bing myeloid AML Xing Gu Sui Xing Xie Bing myeloid CML Ji Xing Xie Bing ALL Man Xing Xie Bing CLL,Yi Shi Ma Nan ,Postive
20007,TBT William Wierda,Oncology Times,Negative
20009,Tune CLL MantleCell MedscapeEdu Mollie Moran MSN,Medscape Education,Negative
20010,RT PhysRelations William Wierda PhD,Robert Orlowski,Negative
20011,William Wierda PhD,Caprice,Negative
20012,William Wierda CLL Medical Oncology Hematology two thousand and nineteen Leukemia CLL,Robert Orlowski,Negative
20013,RT PhysRelations Coming CLL William Wierda Medical Oncology Hematology two thousand and nineteen Leukemia CLL EndCancer,Robert Orlowski,Negative
20014,VIDEO Ibrutinib CLL Lydia Scarfo,VJHemOnc,Negative
20015,JanssenUS Ada Drug Read CLL ChronicLymphocyticLeukemia AmericanCancer FDAPatientinfo CLLAdvocates CllSociety,Michele,Negative
20016,Whitaker CLLsm IDonc,Mike Thompson MD PhD FASCO,Negative
20018,today,CLL Warwick Uni,Postive
